CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
C10954,4187.71,1.0,4605.76,702.11,906.2,224.3,0.66,0.45,0.17,0.05,2,16,6821.04,255.08,1042.11,0.39,26
C10955,3831.39,0.97,3476.03,2606.54,1500.44,3112.73,0.29,0.26,0.16,0.1,0,9,5199.88,2758.66,1560.4,0.48,18
C10956,5189.18,0.82,3647.62,2780.13,720.4,1544.59,0.43,0.33,0.32,0.22,1,14,1679.47,4575.48,1128.54,0.25,25
C10957,469.66,0.71,4309.84,1264.69,1273.14,1843.63,0.54,0.42,0.43,0.23,1,12,11419.93,3322.25,1987.03,0.31,17
C10958,1662.83,0.82,1377.62,161.36,380.98,3848.66,0.56,0.08,0.3,0.2,0,8,11445.31,3943.71,916.87,0.17,9
C10959,7380.34,0.89,4037.28,127.78,1501.25,4054.68,0.76,0.02,0.43,0.07,1,8,10390.16,3148.39,1430.75,0.34,13
C10960,827.99,0.56,984.25,1726.11,1095.93,2001.78,0.43,0.44,0.13,0.18,0,11,10010.87,5952.06,1587.26,0.23,17
C10961,6031.52,0.7,1733.26,1184.76,416.09,4735.76,0.32,0.16,0.26,0.17,0,20,4412.04,422.27,993.26,0.22,24
C10962,2453.49,0.92,1684.7,95.67,590.9,2032.31,0.76,0.06,0.23,0.15,3,11,1312.83,2997.16,1715.4,0.43,20
C10963,3892.96,0.69,4892.84,1753.92,1499.73,3859.18,0.51,0.23,0.01,0.16,0,18,12322.02,639.36,1096.85,0.03,33
C10964,2886.94,0.79,4284.12,43.79,970.38,2419.39,0.24,0.3,0.28,0.15,3,18,7875.94,1042.73,829.19,0.44,21
C10965,3556.73,0.79,3508.84,2364.24,439.9,4487.66,0.1,0.02,0.33,0.17,0,13,5295.73,2359.93,224.57,0.43,17
C10966,7190.46,0.59,3638.01,926.23,1934.87,4538.81,0.67,0.14,0.3,0.21,3,20,2427.05,1017.69,792.89,0.25,25
C10967,2971.22,0.68,2814.74,130.37,1433.1,437.08,0.29,0.02,0.37,0.03,4,22,1878.1,5785.75,1470.53,0.25,23
C10968,5664.05,0.67,4735.98,1769.17,1914.7,4682.47,0.53,0.21,0.29,0.22,0,22,5884.13,5686.06,1843.36,0.18,27
C10969,4760.5,0.51,2486.33,1199.08,859.94,4127.67,0.38,0.45,0.03,0.04,0,9,12266.32,2083.05,510.84,0.5,17
C10970,6636.71,0.51,1908.78,2921.66,955.45,3956.55,0.16,0.49,0.06,0.02,1,14,13862.13,3874.51,716.92,0.06,21
C10971,9368.3,0.92,823.55,1637.15,1796.93,1004.56,0.48,0.32,0.3,0.29,1,15,,3249.14,316.38,0.3,30
C10972,7325.72,0.64,3933.17,832.97,1054.85,4025.6,0.05,0.08,0.14,0.29,0,24,13880.01,4911.96,1384.54,0.34,33
C10973,2149.4,0.76,3674.88,2131.22,1417.49,4250.66,0.33,0.45,0.04,0.02,1,20,13708.15,3801.93,1920.77,0.47,25
C10974,311.83,0.65,1927.93,821.76,511.82,1445.75,0.44,0.26,0.21,0.13,0,15,8381.15,101.49,1285.49,0.39,16
C10975,2622.64,0.97,135.72,2713.69,898.99,4761.3,0.35,0.08,0.28,0.06,1,14,4071.82,4602.73,1237.98,0.32,27
C10976,5950.78,0.63,4196.6,1130.42,255.67,249.3,0.6,0.46,0.16,0.15,0,19,12172.65,4506.4,,0.06,25
C10977,514.26,0.71,66.98,1654.11,419.9,749.55,0.66,0.38,0.36,0.25,2,7,3991.98,3107.36,186.03,0.19,19
C10978,4963.66,0.94,3521.46,161.21,11.88,2687.91,0.62,0.37,0.32,0.29,1,18,4740.9,5427.22,1461.71,0.07,7
C10979,5968.43,0.92,4851.58,1284.1,88.14,2878.96,0.03,0.35,0.17,0.19,0,16,4265.56,5459.83,1208.08,0.44,18
C10980,3342.44,0.59,2193.93,2498.77,1954.79,3225.75,0.16,0.1,0.38,0.11,0,20,8209.75,3191.08,1326.34,0.37,19
C10981,7709.12,0.9,1182.52,2418.89,492.28,84.85,0.43,0.11,0.32,0.18,1,13,5505.59,3687.13,1798.63,0.38,11
C10982,1065.98,0.73,3527.31,680.71,1329.99,4801.83,0.75,0.34,0.32,0.09,1,11,3158.18,5979.48,1570.08,0.33,17
C10983,751.38,0.74,4087.47,685.98,1679.81,222.94,0.67,0.11,0.28,0.27,0,14,,1863.04,1564.02,0.25,12
C10984,7281.89,0.57,2736.69,2453.74,1105.81,715.31,0.67,0.22,0.01,0.26,0,15,13234.7,2015.24,1855.1,0.07,9
C10985,4954.91,0.54,4835.51,2791.89,314.76,70.07,0.24,0.39,0.35,0.17,2,16,8987.74,1178.37,1979.97,0.16,33
C10986,6884.02,0.86,267.83,295.13,1458.95,2834.29,0.34,0.39,0.19,0.1,0,13,13296.7,5385.61,1166.75,0.07,32
C10987,4348.27,0.75,2528.93,1355.68,1204.5,4661.33,0.38,0.23,0.47,0.09,1,12,3742.21,4492.48,226.67,0.36,12
C10988,2464.02,0.72,3595.09,1018.99,1465.19,3329.74,0.13,0.4,0.41,0.01,1,15,3337.63,723.29,923.67,0.08,18
C10989,8191.02,0.86,4314.58,2613.36,1541.8,4113.29,0.02,0.42,0.29,0.24,1,17,9058.08,5892.43,1577.33,0.35,16
C10990,7994.16,0.88,904.49,259.74,1951.07,66.41,0.76,0.33,0.13,0.14,1,18,7486.6,4412.67,65.17,0.35,13
C10991,6946.96,0.58,4002.02,641.27,1151.39,2710.08,0.19,0.11,0.1,0.1,1,15,10242.42,5118.08,123.21,0.23,32
C10992,2721.45,0.81,2768.01,2259.88,689.87,2297.81,0.19,0.14,0.17,0.14,0,14,12124.78,384.09,143.64,0.07,24
C10993,5902.31,0.57,1988.8,163.37,1300.44,2494.84,0.07,0.16,0.24,0.25,3,18,11518.3,3079.27,1464.76,0.16,7
C10994,3609.74,0.88,667.26,1482.68,146.2,361.07,0.74,0.06,0.15,0.04,3,15,14191.66,4221.73,1007.32,0.16,26
C10995,915.82,0.83,4327.83,1331.9,1795.82,3422.18,0.46,0.14,0.26,0.26,0,13,6575.59,3303.38,744.11,0.35,23
C10996,9173.14,0.98,794.79,1009.86,247.57,2516.1,0.53,0.1,0.08,0.27,2,10,3889.41,4033.22,220.18,0.06,31
C10997,1368.19,0.53,1555.84,1189.77,662.41,3825.74,0.73,0.23,0.49,0.28,1,15,8712.78,4925.46,1467.16,0.41,26
C10998,9502.37,0.53,1457.33,1594.52,1633.33,2426.45,0.28,0.45,0.05,0.12,1,14,2550.4,2308.59,648.83,0.38,15
C10999,4460.06,0.64,4358.36,492.49,1198.65,746.91,0.5,0.05,0.47,0.07,0,18,5043.92,5107.15,537.99,0.09,34
